"name","official_name","country_origin","country_operator","operator","user","purpose","purpose_detailed","orbit_class","orbit_type","longitude_geo_degrees","perigee_km","apogee_km","eccentricity","inclination_degrees","period_minutes","launch_mass_kg","dry_mass_kg","power_watts","launch_date","expected_lifetime_yrs","contractor","contractor_country","launch_site","launch_vehicle","cospar_number","norad_number","comments"
"DSP 20 (USA 149) (Defense Support Program)","USA 149","USA","USA","US Air Force","Military","Earth Observation","Infrared Imaging","GEO","",-36.25,NA,NA,0.000142,4.08,142.08,NA,NA,NA,"5/18/00",9,"TRW and Aerojet Electronics Systems","USA","Cape Canaveral","Titan IVB","2000-024A",26356,"Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces."
"DSP 21 (USA 159) (Defense Support Program)","USA 159","USA","USA","US Air Force","Military","Earth Observation","Infrared Imaging","GEO","",69.48,NA,NA,0.000534,3.68,1436.14,NA,NA,NA,"8/6/01",9,"TRW and Aerojet Electronics Systems","USA","Cape Canaveral","Titan 4B","2001-033A",26880,"Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces."
"DSP 22 (USA 176) (Defense Support Program)","USA 176","USA","USA","US Air Force","Military","Earth Observation","Infrared Imaging","GEO","",103.84,NA,NA,0.00108,1.41,1436.12,NA,NA,NA,"2/14/04",9,"Northrup Grumman (formerly TRW)","USA","Cape Canaveral","Titan 4B","2004-004A",28158,"Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces."
"D-Star ONE Sparrow","D-Star ONE Sparrow","Germany","Germany","German Orbital Systems ","Commercial","Technology Development","","LEO","Sun-Synchronous",0,571,588,0.00122,97.7,96.3,4,NA,NA,"12/27/18",NA,"German Orbital Systems","Germany","Vostochny Cosmodrome","Soyuz 2.1a","2018-111F",43881,"Demonstrate smallsat technologies."
"DSX (Demonstration and Science Experiments)","DSX","USA","USA","Air Force Research Laboratory","Military","Technology Development","","MEO","",0,NA,NA,0.196,42.21,316.9,600,NA,NA,"6/25/19",1,"Air Force Research Laboratory","USA","Cape Canaveral","Falcon Heavy","2019-036F",44344,"Research technologies needed to significantly advance Department of Defense (DoD) capabilities to operate spacecraft in the harsh radiation environment of MEO (Medium-Earth Orbits)."
"DubaiSat-2","DubaiSat-2","United Arab Emirates","United Arab Emirates","Emirates Institution for Advanced Science & Technology (EIAST)","Government","Earth Observation","Optical Imaging","LEO","Sun-Synchronous",0,585,603,0.00129,97.8,96.56,300,NA,360,"11/21/13",5,"Satrec Initiative","South Korea","Dombarovsky Air Base","Dnepr","2013-066D",39419,"Second in series."
"Duchifat-1","Duchifat-1","NR","Israel","Herzliya Science Center (HSC)","Civil","Communications","","LEO","Sun-Synchronous",0,601,623,0.00158,97.97,96.93,1,NA,NA,"6/19/14",NA,"Herzliya Science Center (HSC)","Israel","Dombarovsky Air Base","Dnepr","2014-033M",40021,""
"Duchifat-3","Duchifat-3","NR (12/20)","Israel","Herzliya Science Centre (HSC)","Civil","Earth Observation","","LEO","Non-Polar Inclined",0,567,577,0.00072,36.9,96.1,5,NA,NA,"12/11/19",NA,"Herliya Science Center (HSC)","Israel","Satish Dhawan Space Centre","PSLV","2019-089C",44854,""
"Duogongneng Shiyan Weixing ","Duogongneng Shiyan Weixing ","NR (12/20)","China","Academy of Military Science","Military","Technology Development","","LEO","Sun-Synchronous",0,484,504,0.00146,97.5,95.5,NA,NA,NA,"8/23/20",NA,"Academy of Military Science","China","Jiuquan Satellite Launch Center","Long March 2D","2020-058C",46234,""
"DX-1 (Dauria Experimental 1)","DX-1","Russia","Russia","Dauria Aerospace","Commercial","Communications","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,626,636,0.000714,98.4,97.33,27,NA,NA,"7/8/14",NA,"Dauria Aerospace","Russia","Baikonur Cosmodrome","Soyuz-2.1b","2014-037C",40071,"First privately-funded Russian satellite, constructed by Dauria Aerospace carrying an AIS (Automatic Identification System) receiver to monitor ships at sea."
"Eagle-1 (AMC-3, Americom 3, GE-3)","Eagle-1","USA","USA","Global Eagle Entertainment","Commercial","Communications","","GEO","",-86.96,NA,NA,0.000213,0.02,1436.08,NA,NA,NA,"9/4/97",15,"Lockheed Martin Commercial Space Systems","USA","Cape Canaveral","Atlas 2AS","1997-050A",24936,"North America, Caribbean, Gulf of Mexico"
"Eaglet-1","Eaglet-1","NR","Italy","OHB Italia","Commercial","Earth Observation","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,573,591,0.00129,97.7,96.3,4,NA,NA,"12/3/18",NA,"OHB Italia","Italy","Vandenberg AFB","Falcon 9","2018-099AJ",43790,"Demonstration for 20-satellite constellation; carries AIS."
"EcAMSat (E. coli Anti Microbial Satellite)","EcAMSat","USA","USA","Santa Clara University","Government","Space Science","","LEO","Non-Polar Inclined",0,397,408,0.000812,51.6,92.6,10,NA,NA,"11/20/17",1,"National Aeronautics and Space Administration (NASA)","USA","International Space Station","Nanorack Deployer","1998-067NG",43019,"Investigate space microgravity effects on the antibiotic resistance of E. coli."
"Echostar 10","Echostar 10","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-110.07,NA,NA,0.000142,0.06,1436,NA,NA,NA,"2/15/06",15,"Lockheed Martin Commercial Space Systems","USA","Sea Launch Odyssey","Zenit 3SL","2006-003A",28935,"Direct-to-home transmission of voice, video and internet."
"Echostar 11","Echostar 11","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-109.97,NA,NA,0.000178,0.03,1436.1,NA,NA,NA,"7/16/08",15,"Space Systems/Loral","USA","Sea Launch Odyssey","Zenit 3SL","2008-035A",33207,"Direct-to-home television."
"Echostar 14","Echostar 14","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-119,NA,NA,4.74e-05,0.05,1436.11,NA,NA,NA,"3/20/10",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton M","2010-010A",36499,"Direct-to-home over CONUS."
"Echostar 15","Echostar 15","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-61.5,NA,NA,0.000166,0.07,1436.57,NA,NA,NA,"7/10/10",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton M","2010-034A",36792,"Direct-to-home over CONUS."
"Echostar 16","Echostar 16","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-61.5,NA,NA,0.000237,0.05,1436.06,NA,NA,NA,"11/20/12",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton M","2012-065A",39008,"Direct-to-home over CONUS."
"Echostar 17","Echostar 17","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-107.1,NA,NA,0.000154,0.01,1436.13,NA,NA,NA,"7/5/12",15,"Space Systems/Loral","USA","Guiana Space Center","Ariane 5 ECA","2012-035A",38551,"All ka-band communications."
"Echostar 18","Echostar 18","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-109.9,NA,NA,0.00114,0.08,1436.3,NA,NA,NA,"6/19/16",15,"Space Systems/Loral","USA","Guiana Space Center","Ariane 5 ECA","2016-039B",41592,"First in Echostar's fleet to provide coverage to Cuba."
"Echostar 19","Echostar 19","USA","USA","HughesNet leased from Echostar Technologies, LLC","Commercial","Communications","","GEO","",-97.1,NA,NA,0.000297,0.2,1436.3,NA,NA,NA,"12/18/16",15,"Space Systems/Loral","USA","Cape Canaveral","Atlas 5","2016-079A",41893,"Leased to HughesNet to provide internet to rural areas in US, Central America, Mexico, Canada"
"Echostar 21 (TerreStar 2)","Echostar 21","United Kingdom","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",10.25,NA,NA,0.000308,7.35,1436.1,NA,NA,NA,"6/7/17",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton","2017-032A",42749,"Provide capacity to EchoStar Mobile for commercial wholesalers with a new, advanced network for reliable, IP-based MSS (Mobile Satellite Services) voice and data services in Europe."
"Echostar 23","Echostar 23","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-45,NA,NA,0.000202,0,1436.1,NA,NA,NA,"3/16/17",15,"Space Systems/Loral","USA","Cape Canaveral","Falcon 9","2017-014A",42070,""
"Echostar 7 ","Echostar 7 ","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-118.85,NA,NA,8.3e-05,0.01,1436.07,NA,NA,NA,"2/21/02",12,"Lockheed Martin Missiles & Space","USA","Cape Canaveral","Atlas 3B","2002-006A",27378,"CONUS, Hawaii, Alaska and Puerto Rico; 32 Ku-band transponders"
"Echostar 9/Galaxy 23 (G-23, Intelsat 1A-13, Telstar 13)","Echostar 9/Galaxy 23","USA","USA","Echostar Satellite Services, LLC/Intelsat ","Commercial","Communications","","GEO","",-121.02,NA,NA,0.000261,0.01,1436.08,NA,NA,NA,"8/8/03",13,"Space Systems/Loral","USA","Sea Launch Odyssey","Zenit 3SL","2003-034A",27854,"24 C-band, 2 Ka-band, 32 Ku-band; additional C-band payload owned and operated by Loral Skynet."
"Echostar G1 (ICO G1, DBSD G1)","Echostar G1","USA","USA","Echostar Satellite Services, LLC","Commercial","Communications","","GEO","",-92.92,NA,NA,0.000308,5.73,1436.1,NA,NA,NA,"4/14/08",15,"Space Systems/Loral","USA","Cape Canaveral","Atlas 5","2008-016A",32763,"CONUS, Puerto Rico, Virgin Islands. Purchased by Dish Network in 2011. "
"Ecuador-UTE","Ecuador-UTE","NR ","Ecuador","Equator Technological University","Civil","Technology Development","","LEO","Sun-Synchronous",0,501,562,0.00442,97.5,95.2,4,NA,NA,"7/5/19",NA,"Equator Technological University","Ecuador","Vostochny Cosmodrome","Soyuz 2.1b","2019-038B",44388,"Space weather and ionospheric research mission."
"EDRS-C (European Data Relay System-C)","EDRS-C","NR (12/20)","ESA","Airbus","Commercial","Communications","","GEO","",31,NA,NA,9.49e-05,0,1436.07,NA,NA,NA,"8/6/19",NA,"OHB Germany","Germany","Guiana Space Center","Ariane 5","2019-049A",44475,"Second of four planned platforms."
"EgyptSat-A ","EgyptSat-A","NR","Egypt","National Authority for Remote Sensing and Space Science (NARSS)","Government","Earth Observation","Multi-Spectral Imaging","LEO","Sun-Synchronous",0,652,657,0.000356,98,98,NA,NA,NA,"2/21/19",11,"RKK Energia","Russia","Baikonur Cosmodrome","Soyuz","2019-008A",44047,"Electro-optical imaging system includes an Earth-viewing telescope and camera that can spot surface features as small as 3.3 feet (1 meter)"
"EKS-1 (Integrated Space System, Cosmos 2510, Tundra 11L)","Cosmos 2510","Russia","Russia","Ministry of Defense","Military","Earth Observation","Early Warning","Elliptical","Molniya",0,NA,NA,0.699,63,715,NA,NA,NA,"11/17/15",NA,"RKK Energia","Russia","Plesetsk Cosmodrome","Soyuz 2.1","2015-066A",41032,"Replaces the US-OKO early warning system."
"EKS-2 (Integrated Space System, Cosmos 2518, Tundra 12L)","Cosmos 2518","Russia","Russia","Ministry of Defense","Military","Earth Observation","Early Warning","Elliptical","Molniya",0,NA,NA,0.697,63.8,713.8,NA,NA,NA,"5/25/17",NA,"RKK Energia","Russia","Plesetsk Cosmodrome","Soyuz 2.1b","2017-027A",42719,"Second in the EKS series."
"EKS-3 (Integrated Space System, Cosmos 2541, Tundra 13L) ","Cosmos 2541","Russia","Russia","Ministry of Defense","Military","Earth Observation","Early Warning","Elliptical","Molniya",0,NA,NA,0.699,63.8,717.7,NA,NA,NA,"9/26/19",NA,"RKK Energia","Russia","Plesetsk Cosmodrome","Soyuz 2.1b","2019-065A",44552,"Third in the EKS series."
"EKS-4 (Integrated Space System, Cosmos 2546, Tundra 14L)","Cosmos 2546","Russia","Russia","Ministry of Defense","Military","Earth Observation","Early Warning","Elliptical","Molniya",0,NA,NA,0.696,63.8,713.9,NA,NA,NA,"5/22/20",NA,"RKK Energia","Russia","Plesetsk Cosmodrome","Soyuz 2.1b","2020-031A",45608,""
"El Camino Real (Momentus X1)","El Camino Real","USA","USA","Momentus","Commercial","Technology Development","","LEO","Sun-Synchronous",0,515,543,0.00203,97.5,95.2,20,NA,NA,"7/5/19",NA,"Momentus","USA","Vostochny Cosmodrome","Soyuz 2.1b","2019-038Y",44408,"Development of a space tug with water propulsion system."
"Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2]","Electro-L1","Russia","Russia","Roshydromet - Planeta","Government","Earth Observation","Meteorology","GEO","",76,NA,NA,0.00509,0.46,1423.35,NA,NA,NA,"1/20/11",10,"Lavochkin","Russia","Baikonur Cosmodrome","Zenit","2011-001A",37344,"Satellite's position in GEO will yield real-time views of entire Earth disk -- wide swath of Asia, Middle East and Indian Ocean. Will also provide communciations for search-and-rescue services."
"Electro-L2 ","Electro-L2","Russia","Russia","Roshydromet - Planeta","Government","Earth Observation","Meteorology","GEO","",-14.5,NA,NA,0.00144,0.45,1434.47,NA,NA,NA,"12/11/15",10,"Lavochkin","Russia","Baikonur Cosmodrome","Zenit","2015-074A",41105,""
"Electro-L3","Electro-L3","Russia","Russia","Roshydromet - Planeta","Government","Earth Observation","Meteorology","GEO","",165.8,NA,NA,0.00239,0.56,1420.05,NA,NA,NA,"12/24/19",10,"Lavochkin","Russia","Baikonur Cosmodrome","Proton","2019-095A",44903,""
"ELFIN-A","ELFIN-A","USA","USA","University of California","Commercial/Civil","Space Science","","LEO","",0,443,469,0.0019,93.04,93.7,4,NA,NA,"9/15/18",NA,"University of California","USA","Vandenberg AFB","Delta 2","2018-070E",43617,"Space weather mission."
"ELFIN-Star","ELFIN-Star","USA","USA","University of California","Commercial/Civil","Space Science","","LEO","",0,449,465,0.00117,93.02,93.7,4,NA,NA,"9/15/18",NA,"University of California","USA","Vandenberg AFB","Delta 2","2018-070D ",43616,"Measure radiation environment in low-earth orbit."
"ELISA-E12 (ELectronic Intelligence by SAtellite)","ELISA-E12","France","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation","Electronic Intelligence","LEO","Sun-Synchronous",0,675,692,0.00121,98.21,98.43,120,NA,NA,"12/17/11",NA,"Astrium/Thales Alenia Space","France","Guiana Space Center","Soyuz 2/Fregat","2011-076D",38010,"In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade."
"ELISA-E24 (ELectronic Intelligence by SAtellite)","ELISA-E24","France","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation","Electronic Intelligence","LEO","Sun-Synchronous",0,675,692,0.00121,98.21,98.43,120,NA,NA,"12/17/11",NA,"Astrium/Thales Alenia Space","France","Guiana Space Center","Soyuz 2/Fregat","2011-076B",38008,"In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade."
"ELISA-W11 (ELectronic Intelligence by SAtellite)","ELISA-W11","France","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation","Electronic Intelligence","LEO","Sun-Synchronous",0,677,692,0.00106,98.21,98.45,120,NA,NA,"12/17/11",NA,"Astrium/Thales Alenia Space","France","Guiana Space Center","Soyuz 2/Fregat","2011-076A",38007,"In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade."
"ELISA-W23 (ELectronic Intelligence by SAtellite)","ELISA-W23","France","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation","Electronic Intelligence","LEO","Sun-Synchronous",0,677,692,0.00106,98.21,98.46,120,NA,NA,"12/17/11",NA,"Astrium/Thales Alenia Space","France","Guiana Space Center","Soyuz 2/Fregat","2011-076C",38009,"In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade."
"EMISat (Electromagnetic Intelligence-gathering Satellite)","EMISat","India","India","Defence Research and Development Organization","Military","Earth Observation","Electronic Intelligence","LEO","Sun-Synchronous",0,735,759,0.00169,98.3,99.75,436,NA,800,"4/1/19",NA,"Indian Space Research Organization (ISRO)","India","Satish Dhawan Space Centre","PSLV","2019-018A",44078,"Carries instrumentation to detect, locate and characterize electromagnetic signals, such as those transmitted by military radars."
"EMKA-1 (Cosmos 2525, Experimental Spacecraft)","Cosmos 2525","Russia","Russia","Ministry of Defense","Military","Earth Observation","","LEO","Polar",0,315,318,0.000224,96.6,90.8,300,NA,NA,"3/29/18",NA,"Unknown","Russia","Plesetsk Cosmodrome","Soyuz 2.1b","2018-028A",43243,"Thought to be high-resolution surveillance satellite."
"EOS-1 (Earth Observing Satellite 1, RISAT 2BR2)","EOS-1","NR (12/20)","India","Ministry of Defense","Military","Earth Observation","Radar Imaging","LEO","Non-Polar Inclined",0,567,577,0.00072,36.9,580,630,NA,NA,"11/7/20",NA,"Indian Space Research Organization (ISRO)","India","Satish Dhawan Space Centre","PSLV","2020-081A",46905,"Radar imaging."
"EOS-AM Terra ","Terra","USA","USA/Canada/Japan","Earth Sciences Enterprise (NASA)","Government","Earth Observation","Earth Science","LEO","Sun-Synchronous",0,702,703,7.07e-05,98.2,98.8,NA,NA,NA,"12/18/99",6,"Lockheed Martin","USA","Vandenberg AFB","Atlas 2AS","1999-068A",25994,"Aathfinusrs for Earth Sciences Gnterprise's 190 Vanelliea LEO gonseallation."
"EOS-CHEM Aura ","Aura","USA","USA","Goddard Space Flight Center/EOS Data and Operations System","Government","Earth Observation","Earth Science","LEO","Sun-Synchronous",0,702,703,7.07e-05,98.2,98.8,NA,NA,NA,"7/15/04",5,"TRW","USA","Vandenberg AFB","Delta 2","2004-026A",28376,"Study Earth's ozone, air quality, and climate; extension of UARS and TOMS missions."
"EOS-PM Aqua (Advanced Microwave Scanning Radiometer for EOS, EOS PM-1)","Aqua","USA","USA/Japan/Brazil","National Aeronautics and Space Administration (NASA) - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency","Government","Earth Observation","Earth Science","LEO","Sun-Synchronous",0,701,704,0.000212,98.2,98.8,NA,NA,NA,"5/4/02",6,"NASA/Jet Propulsion Laboratory/Japan Aerospace Exploration Agency/Equatorial Systems (Brazil)","USA/Japan/Brazil","Vandenberg AFB","Delta","2002-022A",27424,"Six-year chronology of the planet and its hydrological processes."
"ERA-1 (Cosmos 2548)","Cosmos 2548","NR (12/20)","Russia","Defense Ministry","Military","Technology Development","","LEO","Polar",0,NA,NA,0.00146,82.5,115.9,3,NA,NA,"12/3/20",NA,"Unknown","Russia","Plesetsk Cosmodrome","Soyuz 2-1b","2020-091D",47230,"Possible demonstrator mission for miniaturized components."
"ERG (Exploration of Energization and Radiation in Geospace, Arase)","ERG","Japan","Japan","Japan Aerospace Exploration Agency (JAXA)","Government","Space Science","","Elliptical","",0,460,NA,0.706,31,580,350,NA,750,"12/20/16",1,"Japan Aerospace Exploration Agency (JAXA)","Japan","Uchinoura Space Center","Epsilon","2016-080A",41896,"Study of the Van Allen belts."
"EROS B1 (Earth Resources Observation Satellite)","EROS B-1","NR","Israel","ImageSat International, NV/Ministry of Defense","Military/Commercial","Earth Observation","Optical Imaging","LEO","Sun-Synchronous",0,508,514,0.000436,97.4,94.8,350,NA,800,"4/25/06",10,"Israel Aircraft Industries (IAI)","Israel","Svobodny Cosmodrome","Start 1","2006-014A",29079,"High resolution imaging satellite; obtain images (with resolution of 0.82 meters) of locations chosen by Israeli military or worldwide commercial clients; in Jan. 2001 Ministry of Defense bought rights to all imaging of Israel and territories within 2,000 km around Israel."
"ESAIL Maritime Microsatellite","ESAIL","NR (12/20)","ESA","ESA/European Maritime Safety Agency","Government","Earth Observation","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,520,531,0.000798,97.5,95,112,NA,NA,"9/2/20",NA,"LuxSpace","Luxembourg","Guiana Space Center","Vega","2020-061B",46273,"Development of fleet of small satellites to receive/ relay AIS signals from ships; improve fisheries monitoring, maritime fleet management, environmental protection, and border and maritime security services."
"ESEO (European Student Earth Orbiter)","ESEO","ESA","ESA","European University Network","Civil","Earth Observation/Earth Science","","LEO","Sun-Synchronous",0,572,588,0.00115,97.7,96.3,45,NA,NA,"12/3/18",NA,"Carlo Gavazzi Space (CGS) working with network of universities","Italy","Vandenberg AFB","Falcon 9","2018-099AL",43792,"ESA-sponsored project with European network of universities. See sources."
"Es'hail-1","Es'hail-1","France","Multinational","EUTELSAT S.A./Es'hailSat","Commercial","Communications","","GEO","",25.5,NA,NA,0.000499,0.08,1434.03,NA,NA,NA,"8/29/13",15,"Space Systems/Loral","USA","Guiana Space Center","Ariane 5 ECA","2013-044A",39233,"Partnership between Eutelsat and the Doha-based Es’hailSat, the Qatar Satellite Company - the first of a planned fleet for Qatar. In 2018 Eutelsat sold its interest in the satellite to Es'hailSat, now the sole owner."
"Es'hail-2","Es'hail-2","NR","Qatar","Es’hailSat","Military/Commercial","Communications","","GEO","",26,NA,NA,0.000119,0.1,1436.1,NA,NA,NA,"11/15/18",15,"Mitsubishi Electric","Japan","Cape Canaveral","Falcon 9","2018-090A",43700,"Communications satellite carrying special non-specified military package; equipped with ""sophisticated anti-jamming capabilities."""
"ESPASat (USA 286) ","USA 286","USA","USA","Air Force Research Laboratory","Military","Technology Development","","GEO","",77.46,NA,NA,0.000744,1.95,1410.06,NA,NA,NA,"4/22/18",NA,"Air Force Research Laboratory","USA","Cape Canaveral","Atlas 5","2018-036F",43446,"Air Force space situational awareness project."
"E-TBEx A (Enhanced Tandem Beacon Experiment)","E-TBEx A","USA","USA","National Aeronautics and Space Administration (NASA)","Government","Technology Development","","Elliptical","",0,298,845,0.0394,28.5,96.1,4,NA,NA,"6/25/19",NA,"SRI International","USA","Cape Canaveral","Falcon Heavy","2019-036T",44356,"Gather atmospheric data and study how space weather impacts our communication and navigation systems. "
"E-TBEx B (Enhanced Tandem Beacon Experiment)","E-TBEx B","USA","USA","National Aeronautics and Space Administration (NASA)","Government","Technology Development","","Elliptical","",0,305,846,0.0389,28.5,96.1,4,NA,NA,"6/25/19",NA,"SRI International","USA","Cape Canaveral","Falcon Heavy","2019-036W",44359,""
"ETRSS-1","ETRSS-1","Ethiopia","Ethiopia","Ethiopian Space Science and Technology Institute","Government","Earth Observation","","LEO","Sun-Synchronous",0,615,634,0.00136,97.9,97.1,70,NA,NA,"12/20/19",NA,"China Academy of Space Technology (CAST)","China","Taiyuan Launch Center","Long March 4B","2019-093B",44880,"Ethiopia's first satellite. Remote sensing."
"ET-SMART-RSS (Zhixing-1A)","ET-SMART-RSS","NR (12/20)","Ethiopia","Ethiopian Space Science and Technology Institute","Government","Earth Observation","Optical Imaging","LEO","Sun-Synchronous",0,503,513,0.000727,97.4,95.4,9,NA,NA,"12/22/20",NA,"Beijing Zhixing Space Technology Co. Ltd","China/Ethiopia","Wenchang Space Center","Long March 8","2020-102E",47300,"Joint development between Ethiopia and Chinese aeronautical firm. Earth observation for African nations."
"Eu:CROPIS (Euglena and Combined Regenerative Organic-Food Production in Space)","Eu:CROPIS","Germany","Germany","German Aerospace Center (DLR)","Government","Technology Development","","LEO","Sun-Synchronous",0,572,591,0.00137,97.7,96.3,230,NA,NA,"12/3/18",NA,"German Aerospace Center (DLR)","Germany","Vandenberg AFB","Falcon 9","2018-099BB",43807,"Two greenhouses for experimental growth of food in space, or Mars/Moon."
"Eutelsat 10A (Eutelsat W-2A)","Eutelsat 10A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",10,NA,NA,0.000486,0.03,1436.09,NA,NA,NA,"4/3/09",15,"Thales Alenia Space","France/Italy","Baikonur Cosmodrome","Proton M","2009-016A",34710,"46 Ku-band, 10 C-band transponders, S-band not in service due to anomaly."
"Eutelsat 113 West A (Satmex 6)","Eutelsat 113 West A","Mexico","Multinational","EUTELSAT Americas","Commercial","Communications","","GEO","",-113,NA,NA,0.000237,0.03,1436.1,NA,NA,NA,"5/27/06",15,"Space Systems/Loral","USA","Guiana Space Center","Ariane 5 ECA","2006-020A",29162,"36 C-band, 24 Ku-band; CONUS, NAFTA, South America, Hawaii, Caribbean"
"Eutelsat 115 West B","Eutensat 115 West B","NR","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",-114.9,NA,NA,0,0,1436,NA,NA,NA,"3/2/15",15,"Boeing Defense and Space","USA","Cape Canaveral","Falcon 9","2015-010B",40425,"First all-electric satellite in Eutelsat's fleet."
"Eutelsat 117 West A (Eutelsat 8 West C, Satmex 8)","Eutelsat 117 West A","Mexico","Multinational","EUTELSAT Americas","Commercial","Communications","","GEO","",-116.8,NA,NA,0.00019,0.02,1436.1,NA,NA,NA,"3/26/13",15,"Space Systems/Loral","USA","Baikonur Cosmodrome","Proton M","2013-012A",39122,"24 C-band, 40 Ku-band."
"Eutelsat 117 West B (Satmex 9)","Eutelsat 117 West B","Mexico","Multinational","EUTELSAT Americas","Commercial","Communications","","GEO","",-116.8,NA,NA,0.00019,0.02,1436.1,NA,NA,NA,"6/15/16",15,"Boeing Satellite Systems","USA","Cape Canaveral","Falcon 9","2016-038B",41589,"Fathfinusrs for Gmericas's 20-116.8 Capellico GEO conscollation."
"Eutelsat 133 West A (Eutelsat 33C, Eutelsat 28A, Eurobird 1, Eurosat 1)","Eutelsat 133 West A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",-133,NA,NA,7.12e-05,0.07,1436.1,NA,NA,NA,"3/8/01",12,"Alcatel Space Industries","France","Guiana Space Center","Ariane 5","2001-011A",26719,"Twenty-four channels; Western and Central Europe as far west as Canary Islands."
"Eutelsat 16A (Eutelsat W3C)","Eutelsat 16A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",16,NA,NA,0.00019,0.2,1436.12,NA,NA,NA,"10/7/11",NA,"Thales Alenia Space","France","Xichang Satellite Launch Center","Long March 3B","2011-057A",37836,"53 Ku and three Ka transponders; will provide capacity for broadcasting and telecom/data services to Central Europe and Indian Ocean islands. Will support digital video broadcasting markets while coverage of Africa stretching from Senegal to South Africa will serve data and telecom markets."
"Eutelsat 172B","Eutelsat 172B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",172,NA,NA,0.000522,0,1436.1,NA,NA,NA,"6/1/17",15,"Airbus Defense and Space","France/UK/Germany/Spain","Guiana Space Center","Ariane 5","2017-029B",42741,"Uses xenon-ion propulsion. Working its way to GEO as of 10/15/2017."
"Eutelsat 174A (GE-23, AMC-23, Worldsat 3, Americom 23)","Eutelsat 174A","USA","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",172.06,NA,NA,0.00032,0.01,1436.1,NA,NA,NA,"12/29/05",16,"Alcatel Alenia Space","France/Italy","Baikonur Cosmodrome","Proton M","2005-052A",28924,"Hybrid C/Ku-band satellite. 20 Ku-band, 18 C-band transponders. Broadcast, Internet, business; Ku-band tailored to broadband for Boeing Connexion; Pacific region."
"Eutelsat 21B (Eutelsat 48B, Eutelsat W-6A)","Eutelsat 21B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",21.5,NA,NA,0.000237,0.09,1436.12,NA,NA,NA,"11/10/12",15,"Thales Alenia Space","Italy","Guiana Space Center","Ariane 5 ECA","2012-062B",38992,"Increased capacity for data, video and government services."
"Eutelsat 33E (Hot Bird 13D, Eutelsat 3C, Hot Bird 10, Atlantic Bird 4A)","Eutelsat 33E","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",33,NA,NA,0.000474,0.06,1436.07,NA,NA,NA,"2/11/09",15,"EADS Astrium","France","Guiana Space Center","Ariane 5 ECA","2009-008B",33750,"64 Ku-band transponders."
