"name","official_name","country_origin","country_operator","operator","user","purpose","purpose_detailed","orbit_class","orbit_type","longitude_geo_degrees","perigee_km","apogee_km","eccentricity","inclination_degrees","period_minutes","launch_mass_kg","dry_mass_kg","power_watts","launch_date","expected_lifetime_yrs","contractor","contractor_country","launch_site","launch_vehicle","cospar_number","norad_number","comments"
"STPSat-4 (Space Test Program Satellite-4)","STPSat-4","USA","USA","USAF Space Test Program","Military","Technology Development","","LEO","Non-Polar Inclined",0,415,422,0.000516,51.6,92.9,10,NA,NA,"1/28/20",1,"USAFSpace Force Space and Missile Systems Center (SMC)NASA","USA","International Space Station","Manual Deployment","1998-067QY",45043,"Test-bed with five experimental payloads to study advanced spacecraft communications, navigation, power systems, as well as space weather and improved small-satellite tracking capability. "
"STPSat-5 (Space Test Program Satellite-5)","STPSat-5","USA","USA","USAF Space Test Program","Military","Technology Development","","LEO","Sun-Synchronous",0,573,591,0.00129,97.7,96.3,50,NA,NA,"12/3/18",NA,"Sierra Nevada Corp.","USA","Vandenberg AFB","Falcon 9","2018-099E",43762,"Carries 5 science and technology packages for the Air Force and other agencies."
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)","STRaND-1","United Kingdom","United Kingdom","Surrey Satellite Technology Ltd.","Commercial","Technology Development","","LEO","Sun-Synchronous",0,772,783,0.000769,98.6,100.4,4,NA,NA,"2/25/13",NA,"Surrey Satellite Technology Ltd.","UK","Satish Dhawan Space Centre","PSLV","2013-009E",39090,"Will demonstrate the feasibility of using cheap smartphone electronics to control a spacecraft. Shut down in March after launch, but started up again in July, 2013."
"Strela 3 (Cosmos 2385)","Cosmos 2385","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Polar",0,NA,NA,0.000513,82.5,114.2,225,NA,NA,"12/27/01",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Tsyklon 3","2001-058B",27056,"Satellites have a single simultaneous earth-space and space-earth channel."
"Strela 3 (Cosmos 2386)","Cosmos 2386","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Polar",0,NA,NA,0.000257,82.5,114.2,225,NA,NA,"12/27/01",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Tsyklon 3","2001-058C",27057,"Satellites have a single simultaneous earth-space and space-earth channel."
"Strela 3 (Cosmos 2390)","Cosmos 2390","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Equatorial",0,NA,NA,0.00242,8.5,115.7,225,NA,NA,"7/8/02",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Kosmos 3M","2002-036A",27464,"Store-dump communications for Russian government and military."
"Strela 3 (Cosmos 2391)","Cosmos 2391","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Polar",0,NA,NA,0.00255,82.5,115.7,225,NA,NA,"7/8/02",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Kosmos 3M","2002-036B",27465,"Store-dump communications for Russian government and military."
"Strela 3 (Cosmos 2400)","Cosmos 2400","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Polar",0,NA,NA,0.00229,82.5,115.7,225,NA,NA,"8/19/03",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Kosmos 3M","2003-037A",27868,"Store-dump communications for Russian government and military."
"Strela 3 (Cosmos 2401)","Cosmos 2401","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Polar",0,NA,NA,0.00236,82.5,115.6,225,NA,NA,"8/19/03",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Kosmos 3M","2003-037B",27869,"Store-dump communications for Russian government and military."
"Strela 3 (Cosmos 2408)","Cosmos 2408","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Polar",0,NA,NA,0.00153,82.5,115.5,225,NA,NA,"9/23/04",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Kosmos 3M","2004-037A",28419,"Store-dump communications for Russian government and military."
"Strela 3 (Cosmos 2409)","Cosmos 2409","Russia","Russia","Ministry of Defense","Military","Communications","","LEO","Polar",0,NA,NA,0.00134,82.5,115.6,225,NA,NA,"9/23/04",3,"NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP)","Russia","Plesetsk Cosmodrome","Kosmos 3M","2004-037B",28420,"Store-dump communications for Russian government and military."
"StriX-α (StriX-Alpha)","StriX-a","NR (12/20)","Japan","Synspective","Commercial","Earth Observation","Radar Imaging","LEO","Sun-Synchronous",0,489,511,0.0016,97.4,94.6,150,NA,NA,"12/15/20",NA,"University of Tokyo, the Tokyo Institute of Technology, Keio University, Japan Space Systems","Japan","Rocket Lab Launch Complex 1","Electron","2020-098A",47253,"First of planned 30-satellite radar imaging fleet."
"STSat-2C","STSat-2C","South Korea","South Korea","Korea Aerospace Research Institute (KARI)","Government","Technology Development","","LEO","Polar",0,298,NA,0.0815,80.28,102.77,93,NA,160,"1/30/13",2,"Korea Advanced Institute of Science and Technology (KAIST)","South Korea","Naro Space Center","Naro-1","2013-003A",39068,"Demonstration satellite for solar observation."
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)","USA 205","USA","USA","Missile Defense Agency (MDA)","Military","Technology Development","","LEO","Sun-Synchronous",0,867,879,0.000828,98.93,102.41,NA,NA,NA,"5/5/09",NA,"Northrop Grumman","USA","Vandenberg AFB","Delta 2","2009-023A",34903,"Detect and track missile flights."
"STSS Demo-1 (Space Tracking and Surveillance System Demonstrator)","USA 208","USA","USA","Missile Defense Agency (MDA)","Military","Technology Development","","LEO","Non-Polar Inclined",0,NA,NA,0.000324,58,112.68,NA,NA,NA,"9/25/09",4,"Northrop Grumman","USA","Cape Canaveral","Delta 2","2009-052A",35937,"Use sensors on the two spacecraft to track ballistic missiles."
"STSS Demo-2 (Space Tracking and Surveillance System Demonstrator)","USA 209","USA","USA","Missile Defense Agency (MDA)","Military","Technology Development","","LEO","Non-Polar Inclined",0,NA,NA,0.000778,58,112.58,NA,NA,NA,"9/25/09",4,"Northrop Grumman","USA","Cape Canaveral","Delta 2","2009-052B",35938,"Dathfinusrs for Missile Defense Ggency's 200 Capellite LEO minstellation."
"Suomi-100","Suomi-100","Finland","Finland","Aalto University","Civil","Technology Development","","LEO","Sun-Synchronous",0,573,589,0.00115,97.7,96.3,1,NA,NA,"12/3/18",NA,"Aalto University","Finland","Vandenberg AFB","Falcon 9","2018-099AY",43804,"Wide view high detail camera and low frequency receiver. Test new cubesat instrument technology."
